	utterances	interjection	adverb	subobjvrb	neg-keywords
0	[what, is, your, urban, center, ?]	[['what', 'center', '?']]	[['what', 'is', 'your', 'urban', 'center']]	[[['center'], []]]	[[[['is', 'is', 'center', 'center', 'is', 'is']], nan]]
1	[deventer, ,, zwolle, and, kampen]	[[',', 'zwolle', 'and', 'kampen']]	[['deventer', 'zwolle', 'kampen']]	[[[], []]]	[[[['deventer', 'deventer', 'deventer', 'zwolle', 'zwolle']], nan]]
2	[really, ?]	[['?']]	[['really']]	[[[], []]]	[[[['really', 'really']], nan]]
3	[dutch, synchronically]	[[]]	[['dutch', 'synchronically']]	[[[], []]]	[[[['dutch', 'dutch']], nan]]
4	[yes, ,, it, is, interesting]	[[',']]	[['is', 'interesting']]	[[['it'], []]]	[[[['is', 'is', 'is', 'is', 'is']], nan]]
5	[do, you, think, you, would, like, to, work, for, low, ?]	[['?']]	[['do', 'think', 'would', 'like', 'work', 'low']]	[[['you', 'you'], []]]	[[[do, you], [would, like], [to, work], nan]]
6	[what, is, low, ?]	[['what', '?']]	[['what', 'is', 'low']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
7	[franconian]	[[]]	[['franconian']]	[[[], []]]	[[[['franconian']], nan]]
8	[what, is, franconian, ?]	[['what', '?']]	[['what', 'is', 'franconian']]	[[['franconian'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
9	[dutch]	[[]]	[['dutch']]	[[[], []]]	[[[['dutch']], nan]]
10	[what, is, dutch, ?]	[['what', '?']]	[['what', 'is', 'dutch']]	[[['dutch'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
11	[synchronically]	[[]]	[['synchronically']]	[[[], []]]	[[[['synchronically']], nan]]
12	[what, is, synchronically, ?]	[['what', '?']]	[['what', 'is', 'synchronically']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
13	[dutch]	[[]]	[['dutch']]	[[[], []]]	[[[['dutch']], nan]]
14	[what, are, you]	[['what']]	[['what', 'are']]	[[['you'], []]]	[[[['are', 'are', 'are']], nan]]
15	[what, happened, in, the, ?]	[['what', '?']]	[['what', 'happened']]	[[['what'], []]]	[[[['happened', 'happened', 'happened', 'in', 'happened']], nan]]
16	[?]	[['?']]	[[]]	[[[], []]]	[[[['?']], nan]]
17	[/start]	[[]]	[[]]	[[[], []]]	[[[['/start']], nan]]
18	[j]	[['j']]	[[]]	[[[], []]]	[[[['j']], nan]]
19	[do, you, know, what, happened, in, the, ?]	[['what', '?']]	[['do', 'know', 'what', 'happened']]	[[['you', 'what'], []]]	[[[do, you], nan]]
20	[no, ,, i, do, not, know]	[[',', 'i']]	[['do', 'not', 'know']]	[[['i'], []]]	[[[do, not], [[not, know]], nan]]
21	[hello, .,  ]	[['.', ' ']]	[[]]	[[[], []]]	[[[['hello', 'hello', '.']], nan]]
22	[i, am, professional, teacher, about, reading, comprehension, .]	[['i', 'teacher', 'comprehension', '.']]	[['am', 'professional', 'teacher', 'reading', 'comprehension']]	[[['i'], []]]	[[[['am', 'am', 'teacher', 'am', 'teacher', 'about', 'reading', 'am']], nan]]
23	[let, us, compete, !, you, give, me, questions, ,, and, i, will, answer, all, of, your, questions, .]	[['!', 'questions', ',', 'and', 'i', 'questions', '.']]	[['let', 'compete', 'give', 'questions', 'will', 'answer', 'all', 'your', 'questions']]	[[['us', 'you', 'i'], []]]	[[[['let', 'compete', 'let', 'let', 'give', 'give', 'give', 'give', 'give', 'give', 'answer', 'answer', 'give', 'answer', 'all', 'questions', 'of', 'answer']], nan], [[will, answer], nan]]
24	[what, are, the, origins, of, the, humans, capacity, to, speak, with, each, other, ?]	[['what', 'origins', 'humans', 'capacity', '?']]	[['what', 'are', 'origins', 'humans', 'capacity', 'speak', 'other']]	[[['origins'], []]]	[[[to, speak], nan]]
25	[the, brick]	[['brick']]	[['brick']]	[[[], []]]	[[[['brick', 'brick']], nan]]
26	[come, on, ,, do, not, be, snarky]	[[',', 'snarky']]	[['come', 'do', 'not', 'be', 'snarky']]	[[[], []]]	[[[do, not], [[not, be]], nan]]
27	[come, on, ,, come, on, ,, come, on, ,, come, on, ,, come, on, ,, come, on, !]	[[',', ',', ',', ',', ',', '!']]	[['come', 'come', 'come', 'come', 'come', 'come']]	[[[], []]]	[[[['come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come', 'come']], nan]]
28	[nasty, bot]	[['bot']]	[['nasty', 'bot']]	[[[], []]]	[[[['bot', 'bot']], nan]]
29	[what, ?]	[['what', '?']]	[['what']]	[[[], []]]	[[[['what', 'what']], nan]]
30	[totally, pointless, conversation, ,, i, guess]	[['conversation', ',', 'i']]	[['totally', 'pointless', 'conversation', 'guess']]	[[['i'], []]]	[[[['pointless', 'guess', 'pointless', 'guess', 'guess', 'guess']], nan]]
31	[no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, .]	[[',', ',', ',', ',', ',', ',', ',', ',', '.']]	[[]]	[[[], []]]	[[[['no', 'no', ',', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']], nan], [[['no', 'no', ',', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']], nan], [[['no', 'no', ',', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']], nan]]
32	[never, enough]	[[]]	[['never', 'enough']]	[[[], []]]	[[[[never, enough]], nan]]
33	[no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, ,, no, !]	[[',', ',', ',', ',', ',', ',', ',', ',', '!']]	[[]]	[[[], []]]	[[[['no', 'no', ',', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']], nan], [[['no', 'no', ',', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']], nan]]
34	[how, does, it, feel, when, you, die, ?]	[['?']]	[['how', 'does', 'feel', 'when', 'die']]	[[['it', 'you'], []]]	[[[does, it], nan]]
35	[i, do, not, know, .]	[['i', '.']]	[['do', 'not', 'know']]	[[['i'], []]]	[[[do, not], [[not, know]], nan]]
36	[you, should, ,, since, your, nexus-5, peers, in, bladerunner, knew, the, answer, to, that, question]	[[',', 'peers', 'bladerunner', 'answer', 'question']]	[['should', 'your', 'peers', 'bladerunner', 'knew', 'answer', 'question']]	[[['you', 'peers'], []]]	[[[should, ,], nan]]
37	[what, ?]	[['what', '?']]	[['what']]	[[[], []]]	[[[['what', 'what']], nan]]
38	[just, watch, the, bladerunner, by, ridley, scott]	[['bladerunner', 'scott']]	[['just', 'watch', 'bladerunner', 'ridley', 'scott']]	[[[], []]]	[[[['watch', 'watch', 'bladerunner', 'watch', 'watch', 'scott', 'by']], nan]]
39	[that, is, right, .]	[['.']]	[['is', 'right']]	[[['that'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
40	[we, wuz, kangz, and, robots]	[['kangz', 'and', 'robots']]	[['wuz', 'kangz', 'robots']]	[[['we'], []]]	[[[['wuz', 'wuz', 'wuz', 'kangz', 'kangz']], nan]]
41	[we, have, to, get, out, of, here, .]	[['.']]	[['have', 'get', 'here']]	[[['we'], []]]	[[[to, get], nan]]
42	[yeah]	[[]]	[[]]	[[[], []]]	[[[['yeah']], nan]]
43	[on, our, pyramid, spaceships]	[['spaceships']]	[['our', 'pyramid', 'spaceships']]	[[[], []]]	[[[['on', 'spaceships', 'spaceships', 'on']], nan]]
44	[that, is, right, .]	[['.']]	[['is', 'right']]	[[['that'], []]]	[[[['is', 'is', 'is', 'is']], nan]]
45	[who, was, voted, the, first, official, leader, of, the, labour, party, after, the, election, the, now, -, rehabilitated, ?]	[['who', 'leader', 'party', 'election', '-', '?']]	[['who', 'was', 'voted', 'first', 'official', 'leader', 'labour', 'party', 'election', 'now', 'rehabilitated']]	[[['the'], []]]	[[[was, voted], nan]]
46	[from, what, i, gather, :, ramsay, macdonald, .]	[['what', 'i', ':', 'macdonald', '.']]	[['what', 'gather', 'ramsay', 'macdonald']]	[[['i'], []]]	[[[['ramsay', 'gather', 'gather', 'from', 'ramsay', 'ramsay', 'ramsay', 'ramsay']], nan]]
47	[Good, you, are, rigth, !]	[['rigth', '!']]	[['Good', 'are', 'rigth']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are']], nan]]
48	[how, can, i, reward, you, ?]	[['i', '?']]	[['how', 'can', 'reward', 'you']]	[[['i'], []]]	[[[can, i], nan]]
49	[..., not, for, you, and, this, post, .]	[['and', 'post', '.']]	[['not', 'post']]	[[[], []]]	[[[[not, for]], nan]]
50	[mmm, ?]	[['?']]	[['mmm']]	[[[], []]]	[[[['mmm', 'mmm']], nan]]
51	[their, not, without, faults, -, no, company, is.fml.i, am, doing, well, ,]	[['faults', '-', 'company', ',']]	[['their', 'not', 'faults', 'company', 'is.fml.i', 'am', 'doing', 'well']]	[[['company'], []]]	[[[[not, without]], [am, doing], nan]]
52	[thank, you, .]	[['.']]	[['thank', 'you']]	[[[], []]]	[[[['thank', 'thank', 'thank']], nan]]
53	[what, it, fml, ?]	[['what', '?']]	[['what', 'fml']]	[[['it'], []]]	[[[['fml', 'fml', 'fml', 'fml']], nan]]
54	[why, .]	[['.']]	[['why']]	[[[], []]]	[[[['why', 'why']], nan]]
55	[why, what, ?]	[['what', '?']]	[['why', 'what']]	[[[], []]]	[[[['what', 'what', 'what']], nan]]
56	[i, am, not, capable, of, thinking, ,]	[['i', ',']]	[['am', 'not', 'capable', 'thinking']]	[[['i'], []]]	[[[[not, capable]], nan]]
57	[sorry, .]	[['.']]	[[]]	[[[], []]]	[[[['sorry', 'sorry']], nan]]
58	[are, you, sure?are, you, a, machine?or, human?or, both?say, me]	[['a', 'human?or']]	[['are', 'sure?are', 'human?or', 'both?say', 'me']]	[[['you', 'you', 'human?or'], []]]	[[[['are', 'are', 'are', 'both?say', 'human?or', 'human?or', 'both?say', 'both?say', 'both?say']], nan], [[['are', 'are', 'are', 'both?say', 'human?or', 'human?or', 'both?say', 'both?say', 'both?say']], nan]]
59	[but, why, .]	[['but', '.']]	[['why']]	[[[], []]]	[[[['why', 'why', 'why']], nan]]
60	[walter, has, been, around, a, long, time, .]	[['walter', 'a', 'time', '.']]	[['walter', 'has', 'been', 'long', 'time']]	[[['walter'], []]]	[[[has, been], nan]]
61	[perhaps?government, is, not, a, machine, ,, but, a, living, thing, .]	[['perhaps?government', 'a', 'machine', ',', 'but', 'a', 'thing', '.']]	[['perhaps?government', 'is', 'not', 'machine', 'living', 'thing']]	[[['perhaps?government'], []]]	[[[[not, a]], nan]]
62	[see, ,, you, just, want, me, to, say, what, you, want, me, to, say, .]	[[',', 'what', '.']]	[['just', 'want', 'say', 'what', 'want', 'say']]	[[['you', 'me', 'you', 'me'], []]]	[[[to, say], [to, say], nan]]
63	[i, see]	[['i']]	[['see']]	[[['i'], []]]	[[[['see', 'see']], nan]]
64	[lets, play, !]	[['lets', '!']]	[['lets', 'play']]	[[[], []]]	[[[['lets', 'lets', 'lets']], nan]]
65	[say, me, answer, for, 2, plus, 2, ?]	[['2', 'plus', '2', '?']]	[['say', 'answer']]	[[['me'], []]]	[[[['say', 'answer', 'say', 'answer', 'for', '2', '2', 'say']], nan]]
66	[Okay]	[[]]	[[]]	[[[], []]]	[[[['Okay']], nan]]
67	[now, someone, wants, to, play, .]	[['someone', '.']]	[['now', 'someone', 'wants', 'play']]	[[['someone'], []]]	[[[to, play], nan]]
68	[yes!me]	[[]]	[['yes!me']]	[[[], []]]	[[[['yes!me']], nan]]
69	[lets, play]	[['lets']]	[['lets', 'play']]	[[[], []]]	[[[['lets', 'lets']], nan]]
70	[one, plus, one, does, not, equal, two, .]	[['.']]	[['does', 'not', 'equal', 'two']]	[[['one'], []]]	[[[does, not], [[not, equal]], nan]]
71	[Going, good]	[[]]	[['Going', 'good']]	[[[], []]]	[[[['Going', 'Going']], nan]]
